"Riding","Place","Eligible","TurnoutAbs","TurnoutRel","LIB","CON","NDP","GREEN","BLOC","LIB_CAND","CON_CAND","NDP_CAND","GREEN_CAND","BLOC_CAND","Located","LatLong","IsNew","Precise"
"10001",43,360,200,0.555555555555556,94,17,43,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",44,144,110,0.763888888888889,65,17,8,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",45,582,271,0.465635738831615,166,19,36,2,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",46,689,370,0.537010159651669,206,50,50,1,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",1,"47.4139278,-53.1993136",0,0
"10001",47,123,91,0.739837398373984,57,12,13,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",48,157,99,0.630573248407643,56,4,11,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",49,995,492,0.494472361809045,275,44,44,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",1,"47.268464,-53.8979894",0,0
"10001",51,255,177,0.694117647058824,86,18,21,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",52,103,59,0.572815533980582,27,7,8,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",53,217,107,0.493087557603687,46,19,15,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",54,141,93,0.659574468085106,52,4,14,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",55,498,194,0.389558232931727,105,26,11,2,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",1,"47.2436433,-53.9615564",0,0
"10001",56,1141,546,0.478527607361963,296,83,46,1,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",1,"47.2432668,-53.9609214",0,0
"10001",58,497,228,0.458752515090543,120,25,32,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",59,65,32,0.492307692307692,15,11,1,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",60,65,54,0.830769230769231,30,5,4,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",61,212,136,0.641509433962264,83,15,16,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",62,144,77,0.534722222222222,55,6,4,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",63,318,169,0.531446540880503,65,24,12,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",64,322,180,0.559006211180124,92,27,14,4,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",65,274,124,0.452554744525547,60,25,8,1,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",66,138,93,0.673913043478261,49,10,12,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",67,297,180,0.606060606060606,94,25,20,2,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",68,531,216,0.406779661016949,121,20,26,1,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",69,66,49,0.742424242424242,25,13,4,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",70,189,147,0.777777777777778,57,49,4,1,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",71,304,149,0.490131578947368,49,50,3,2,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10001",72,124,62,0.5,9,34,1,0,0,"McDonald, Ken","Barnett, Lorraine E.","Baldwin, Jeannie","Byrne-Puumala, Krista","NA",0,NA,NA,NA
"10002",73,109,60,0.55045871559633,55,1,4,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"49.3466901,-53.7006921",0,0
"10002",74,403,220,0.54590570719603,205,11,3,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",75,94,57,0.606382978723404,53,4,0,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",76,277,177,0.63898916967509,161,13,3,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",77,706,272,0.385269121813031,247,17,8,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",78,837,326,0.389486260454002,272,43,10,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"49.4533777,-53.9633747",0,0
"10002",79,264,99,0.375,89,6,4,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",80,676,269,0.39792899408284,203,43,22,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",83,203,76,0.374384236453202,51,19,5,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"49.4272782,-54.3592245",0,0
"10002",84,261,107,0.409961685823755,78,15,11,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",85,1142,487,0.426444833625219,405,65,15,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",86,261,159,0.609195402298851,148,8,3,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",87,898,445,0.49554565701559,386,33,23,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",88,139,72,0.517985611510791,61,10,0,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",89,63,44,0.698412698412698,35,5,4,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.7147348,-53.7877826",0,0
"10002",90,147,57,0.387755102040816,45,6,4,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",91,86,58,0.674418604651163,39,9,8,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",92,82,44,0.536585365853659,38,2,4,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.5997962,-53.3904539",0,0
"10002",93,205,105,0.51219512195122,89,8,7,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",94,1686,605,0.358837485172005,475,77,47,6,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.6647417,-53.1103879",0,0
"10002",95,263,124,0.47148288973384,106,12,5,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",96,361,182,0.50415512465374,162,9,9,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.544505,-53.0466703",0,0
"10002",97,717,330,0.460251046025105,274,42,12,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",98,308,159,0.516233766233766,136,16,5,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",99,195,112,0.574358974358974,86,17,8,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",100,172,84,0.488372093023256,59,11,14,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.5606949,-53.2227444",0,0
"10002",101,76,48,0.631578947368421,26,15,7,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",102,93,60,0.645161290322581,50,2,8,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",103,338,184,0.544378698224852,147,8,25,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.3902761,-53.3312294",0,0
"10002",104,377,182,0.482758620689655,126,36,19,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.4931447,-53.509282",0,1
"10002",105,141,74,0.524822695035461,56,8,7,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.3713211,-53.3581898",0,0
"10002",106,127,86,0.677165354330709,64,6,16,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",107,107,64,0.598130841121495,51,7,6,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",108,125,79,0.632,60,7,10,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.1638274,-52.9329481",0,0
"10002",109,444,239,0.538288288288288,204,6,28,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",110,526,257,0.488593155893536,228,9,17,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.0872011,-52.9978607",0,0
"10002",111,292,169,0.578767123287671,136,11,21,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",112,124,98,0.790322580645161,74,13,11,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",113,235,99,0.421276595744681,79,6,13,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",114,699,321,0.459227467811159,261,27,27,6,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",115,346,217,0.627167630057804,174,17,22,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.0112638,-53.2616145",0,0
"10002",116,471,205,0.435244161358811,161,27,16,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",117,110,43,0.390909090909091,31,7,5,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",118,151,103,0.682119205298013,79,13,9,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",119,315,133,0.422222222222222,110,13,10,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",120,201,113,0.562189054726368,93,17,3,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.4467366,-54.019645",0,0
"10002",121,400,228,0.57,180,20,24,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.628644,-53.0356115",0,0
"10002",122,201,91,0.45273631840796,68,11,10,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",123,313,180,0.575079872204473,138,32,10,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",124,1636,780,0.476772616136919,554,176,47,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.673767,-54.0172168",0,0
"10002",125,546,175,0.320512820512821,153,8,13,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.8764206,-53.9770853",0,0
"10002",126,864,363,0.420138888888889,298,49,13,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.8554032,-54.0111887",0,0
"10002",127,1703,686,0.402818555490311,531,86,63,6,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"48.7428294,-54.240397",0,0
"10002",128,76,50,0.657894736842105,43,5,2,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"47.5082723,-53.0017323",0,0
"10002",129,340,151,0.444117647058824,120,21,9,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",130,468,243,0.519230769230769,207,19,16,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",131,943,392,0.415694591728526,301,54,33,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",133,186,82,0.440860215053763,71,6,5,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",134,630,288,0.457142857142857,232,36,19,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",135,210,130,0.619047619047619,107,11,11,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",136,479,254,0.53027139874739,205,28,19,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",137,190,101,0.531578947368421,69,15,16,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",138,147,99,0.673469387755102,76,14,7,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",141,91,43,0.472527472527473,35,2,6,0,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",142,220,70,0.318181818181818,47,20,2,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",143,200,111,0.555,95,10,5,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",144,428,265,0.619158878504673,214,34,15,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",145,708,408,0.576271186440678,303,33,64,8,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,NA,NA,NA
"10002",146,693,377,0.544011544011544,308,24,43,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"47.7859719,-53.1712454",0,0
"10002",147,179,110,0.614525139664804,82,13,13,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",148,330,186,0.563636363636364,146,19,18,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"47.8739217,-53.365901",0,0
"10002",149,205,130,0.634146341463415,85,27,16,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",150,131,81,0.618320610687023,56,18,6,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",151,283,178,0.628975265017668,127,28,21,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",152,223,124,0.556053811659193,101,7,14,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",153,608,359,0.590460526315789,296,31,26,6,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",154,513,297,0.578947368421053,253,17,23,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",155,570,321,0.563157894736842,237,33,47,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",156,145,99,0.682758620689655,70,12,16,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",157,238,145,0.609243697478992,106,19,16,4,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",158,338,196,0.579881656804734,159,24,12,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",1,"47.8584565,-53.9243095",0,0
"10002",159,65,42,0.646153846153846,31,7,3,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",160,250,122,0.488,88,24,7,3,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",161,193,126,0.652849740932642,97,12,15,2,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",162,141,98,0.695035460992908,77,7,13,1,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",163,1503,753,0.500998003992016,598,95,55,5,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
"10002",164,1392,784,0.563218390804598,623,75,80,6,0,"Foote, Judy M.","Windsor, Mike","Brown, Jenn","Colbourne, Tyler John","NA",0,NA,NA,NA
